"Game","Opening","CandidateColor","Result","Reason","Plies","TimeMode","WhiteClockMs","BlackClockMs","CandidateThinkMs","BaselineThinkMs","Moves"
"25","12","white","draw","max plies","60","fischer","898","804","2452","2596","d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 a7a5 f1e1 b8a6 e2e4 f5e4 f3g5 e7e5 d4e5 d6e5 g5e4 f6e4 d1d8 f8d8 c3e4 a6b4 c1g5 d8f8 e1e2 b4c6 e2d2 c6d4 g5e7 f8f7 e7c5 h7h6 e4c3 c7c6 c3e4 c8e6 b2b3 a5a4 b3a4 g7f8 c5f8 f7f8 e4c5 e6c4 a1e1 a8a5 c5b7 a5a4 b7c5 a4a2 d2a2 c4a2 c5d7 f8c8"
"26","12","black","draw","max plies","60","fischer","887","880","2520","2463","d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 a7a5 f1e1 b8a6 b2b3 e7e5 d4e5 d6e5 d1d8 f8d8 f3e5 f6e4 c3e4 g7e5 c1g5 d8f8 e4d2 e5a1 e1a1 c7c6 g1f1 a5a4 b3a4 a6c7 a4a5 a8a5 a2a4 f8e8 g5e3 c7a6 e3b6 a5e5 g2f3 e5e7 d2b3 c8e6 a1c1 g6g5 a4a5 g5g4 f3g2 g8f7 f2f4 f7g6 h2h3 h7h5 h3g4 h5g4"
