"Game","Opening","CandidateColor","Result","Reason","Plies","TimeMode","WhiteClockMs","BlackClockMs","CandidateThinkMs","BaselineThinkMs","ClockTrace","Moves"
"1","0","white","draw","draw adjudication","99","sudden","1126","1064","2874","2936","0:w:4000:9:3991:20;1:b:4000:2:3998:20;2:w:3991:0:3991:20;3:b:3998:100:3898:20;4:w:3991:100:3891:20;5:b:3898:100:3798:20;6:w:3891:96:3795:20;7:b:3798:95:3703:20;8:w:3795:100:3695:20;9:b:3703:94:3609:20;10:w:3695:92:3603:20;11:b:3609:90:3519:20;12:w:3603:90:3513:20;13:b:3519:89:3430:20;14:w:3513:87:3426:20;15:b:3430:86:3344:20;16:w:3426:87:3339:20;17:b:3344:89:3255:20;18:w:3339:86:3253:20;19:b:3255:86:3169:20;20:w:3253:83:3170:20;21:b:3169:78:3091:20;22:w:3170:81:3089:20;23:b:3091:93:2998:20;24:w:3089:120:2969:20;25:b:2998:88:2910:20;26:w:2969:74:2895:20;27:b:2910:76:2834:20;28:w:2895:78:2817:20;29:b:2834:75:2759:20;30:w:2817:72:2745:20;31:b:2759:71:2688:20;32:w:2745:78:2667:20;33:b:2688:76:2612:20;34:w:2667:66:2601:20;35:b:2612:65:2547:20;36:w:2601:74:2527:20;37:b:2547:74:2473:20;38:w:2527:64:2463:20;39:b:2473:66:2407:20;40:w:2463:69:2394:20;41:b:2407:64:2343:20;42:w:2394:64:2330:20;43:b:2343:63:2280:20;44:w:2330:58:2272:20;45:b:2280:58:2222:20;46:w:2272:57:2215:20;47:b:2222:60:2162:20;48:w:2215:61:2154:20;49:b:2162:54:2108:20;50:w:2154:55:2099:20;51:b:2108:64:2044:20;52:w:2099:61:2038:20;53:b:2044:68:1976:20;54:w:2038:52:1986:20;55:b:1976:62:1914:20;56:w:1986:51:1935:20;57:b:1914:51:1863:20;58:w:1935:51:1884:20;59:b:1863:49:1814:20;60:w:1884:49:1835:20;61:b:1814:47:1767:20;62:w:1835:47:1788:20;63:b:1767:45:1722:20;64:w:1788:50:1738:20;65:b:1722:47:1675:20;66:w:1738:43:1695:20;67:b:1675:43:1632:20;68:w:1695:41:1654:20;69:b:1632:42:1590:20;70:w:1654:43:1611:20;71:b:1590:47:1543:20;72:w:1611:40:1571:20;73:b:1543:42:1501:20;74:w:1571:38:1533:20;75:b:1501:41:1460:20;76:w:1533:38:1495:20;77:b:1460:38:1422:20;78:w:1495:42:1453:20;79:b:1422:35:1387:20;80:w:1453:36:1417:20;81:b:1387:35:1352:20;82:w:1417:36:1381:20;83:b:1352:34:1318:20;84:w:1381:34:1347:20;85:b:1318:37:1281:20;86:w:1347:35:1312:20;87:b:1281:33:1248:20;88:w:1312:33:1279:20;89:b:1248:32:1216:20;90:w:1279:32:1247:20;91:b:1216:32:1184:20;92:w:1247:32:1215:20;93:b:1184:31:1153:20;94:w:1215:31:1184:20;95:b:1153:32:1121:20;96:w:1184:29:1155:20;97:b:1121:28:1093:20;98:w:1155:29:1126:20;99:b:1093:29:1064:20","e2e4 c7c5 g1f3 e7e6 f1e2 b8c6 c2c3 g8f6 e4e5 f6d5 e1g1 d7d6 d2d4 c5d4 c3d4 f8e7 b1c3 d5c3 b2c3 d6e5 d4e5 d8d1 f1d1 e8g8 h2h4 h7h6 c1e3 b7b6 h4h5 c6a5 f3d4 e7c5 d4c2 c5e7 c2d4 e7c5 d4b3 c5e3 f2e3 a8b8 b3a5 b6a5 a1b1 c8b7 b1b5 b7d5 b5a5 f8c8 d1d2 c8c3 g1f2 c3c7 e2f3 d5f3 g2f3 g8h7 f3f4 b8b1 f2g2 b1c1 a5a6 c1e1 d2d3 e1e2 g2g3 e2e1 g3g2 e1e2 g2g3 e2e1 g3g2 e1e2 g2g3 e2e1 g3g2 c7c2 g2f3 e1h1 a6a7 h1h5 a7f7 h5h3 f3e4 c2c4 d3d4 c4c3 d4d3 c3c4 d3d4 c4c3 d4d3 c3c4 d3d4 c4c3 d4d3 c3c4 d3d4 c4c3 d4d3"
"2","0","black","draw","max plies","160","sudden","315","156","3844","3685","0:w:4000:0:4000:20;1:b:4000:0:4000:20;2:w:4000:0:4000:20;3:b:4000:105:3895:20;4:w:4000:109:3891:20;5:b:3895:110:3785:20;6:w:3891:115:3776:20;7:b:3785:108:3677:20;8:w:3776:97:3679:20;9:b:3677:93:3584:20;10:w:3679:97:3582:20;11:b:3584:90:3494:20;12:w:3582:93:3489:20;13:b:3494:92:3402:20;14:w:3489:89:3400:20;15:b:3402:91:3311:20;16:w:3400:87:3313:20;17:b:3311:85:3226:20;18:w:3313:85:3228:20;19:b:3226:79:3147:20;20:w:3228:82:3146:20;21:b:3147:80:3067:20;22:w:3146:84:3062:20;23:b:3067:103:2964:20;24:w:3062:82:2980:20;25:b:2964:104:2860:20;26:w:2980:79:2901:20;27:b:2860:96:2764:20;28:w:2901:72:2829:20;29:b:2764:96:2668:20;30:w:2829:70:2759:20;31:b:2668:100:2568:20;32:w:2759:99:2660:20;33:b:2568:120:2448:20;34:w:2660:79:2581:20;35:b:2448:88:2360:20;36:w:2581:74:2507:20;37:b:2360:83:2277:20;38:w:2507:67:2440:20;39:b:2277:77:2200:20;40:w:2440:64:2376:20;41:b:2200:77:2123:20;42:w:2376:64:2312:20;43:b:2123:81:2042:20;44:w:2312:63:2249:20;45:b:2042:70:1972:20;46:w:2249:57:2192:20;47:b:1972:68:1904:20;48:w:2192:60:2132:20;49:b:1904:65:1839:20;50:w:2132:54:2078:20;51:b:1839:67:1772:20;52:w:2078:52:2026:20;53:b:1772:59:1713:20;54:w:2026:50:1976:20;55:b:1713:67:1646:20;56:w:1976:55:1921:20;57:b:1646:55:1591:20;58:w:1921:51:1870:20;59:b:1591:57:1534:20;60:w:1870:69:1801:20;61:b:1534:83:1451:20;62:w:1801:53:1748:20;63:b:1451:52:1399:20;64:w:1748:47:1701:20;65:b:1399:47:1352:20;66:w:1701:44:1657:20;67:b:1352:50:1302:20;68:w:1657:50:1607:20;69:b:1302:49:1253:20;70:w:1607:43:1564:20;71:b:1253:43:1210:20;72:w:1564:42:1522:20;73:b:1210:42:1168:20;74:w:1522:39:1483:20;75:b:1168:39:1129:20;76:w:1483:37:1446:20;77:b:1129:37:1092:20;78:w:1446:38:1408:20;79:b:1092:39:1053:20;80:w:1408:40:1368:20;81:b:1053:38:1015:20;82:w:1368:39:1329:20;83:b:1015:35:980:20;84:w:1329:33:1296:20;85:b:980:35:945:20;86:w:1296:32:1264:20;87:b:945:31:914:20;88:w:1264:30:1234:20;89:b:914:31:883:20;90:w:1234:33:1201:20;91:b:883:29:854:20;92:w:1201:32:1169:20;93:b:854:28:826:20;94:w:1169:30:1139:20;95:b:826:29:797:20;96:w:1139:32:1107:20;97:b:797:28:769:20;98:w:1107:28:1079:20;99:b:769:28:741:20;100:w:1079:29:1050:20;101:b:741:28:713:20;102:w:1050:26:1024:20;103:b:713:25:688:20;104:w:1024:26:998:20;105:b:688:24:664:20;106:w:998:29:969:20;107:b:664:22:642:20;108:w:969:23:946:20;109:b:642:23:619:20;110:w:946:26:920:20;111:b:619:22:597:20;112:w:920:26:894:20;113:b:597:22:575:20;114:w:894:22:872:20;115:b:575:20:555:20;116:w:872:24:848:20;117:b:555:20:535:20;118:w:848:22:826:20;119:b:535:20:515:20;120:w:826:22:804:20;121:b:515:22:493:20;122:w:804:46:758:20;123:b:493:29:464:20;124:w:758:19:739:20;125:b:464:16:448:20;126:w:739:22:717:20;127:b:448:17:431:20;128:w:717:18:699:20;129:b:431:15:416:20;130:w:699:22:677:20;131:b:416:20:396:20;132:w:677:17:660:20;133:b:396:15:381:20;134:w:660:54:606:20;135:b:381:34:347:20;136:w:606:29:577:20;137:b:347:14:333:20;138:w:577:26:551:20;139:b:333:25:308:20;140:w:551:19:532:20;141:b:308:13:295:20;142:w:532:17:515:20;143:b:295:10:285:20;144:w:515:18:497:20;145:b:285:16:269:20;146:w:497:14:483:20;147:b:269:10:259:20;148:w:483:13:470:20;149:b:259:9:250:20;150:w:470:25:445:20;151:b:250:12:238:20;152:w:445:15:430:20;153:b:238:10:228:20;154:w:430:31:399:20;155:b:228:38:190:20;156:w:399:39:360:20;157:b:190:17:173:20;158:w:360:45:315:20;159:b:173:17:156:20","e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 b8d7 d1e2 g8f6 c2c3 e7e6 e1g1 f8e7 d2d4 e8g8 f1d1 c5d4 c3d4 d7b6 b1c3 a8c8 d1d3 a7a6 a2a4 h7h6 f3e1 b6c4 d3g3 g8h8 e4e5 f6h7 e2g4 f8g8 e1d3 d6e5 d3e5 c4e5 d4e5 c8c5 g4e2 d8c7 c1f4 c5c4 f4d2 g8d8 d2e3 c4b4 h2h3 h7f8 e3h6 g7h6 e2h5 f8h7 h5f7 e7d6 f7e6 c7e7 e6h6 e7e5 h6g6 b4b2 c3e4 b2e2 a1d1 e2e4 d1d6 d8f8 d6d7 e4h4 d7b7 e5a1 g1h2 a1f6 f2f3 h4h6 g6g7 f6g7 g3g7 f8g8 g7g8 h8g8 b7a7 h6d6 a4a5 h7g5 h3h4 g5f7 g2g4 f7e5 h2g3 d6d3 g3f4 e5f3 h4h5 f3h2 a7a6 d3d4 f4e3 d4a4 g4g5 h2f1 e3f2 a4f4 f2g2 f1e3 g2g3 f4a4 a6a8 g8h7 a8a7 h7g8 a7a8 g8h7 a8a7 h7g8 g3f3 e3f5 g5g6 a4h4 a5a6 h4a4 f3f2 a4a1 f2f3 a1a4 f3f2 a4a1 f2f3 a1a4 f3f2 a4a1 f2f3 a1a4 f3f2 a4a1 f2f3 a1a4 a7b7 a4a6 f3g4 a6a5 b7b8 g8g7 b8b7 g7g8 b7b8 g8g7 b8b7 g7g8 b7b8 g8g7 b8b7 g7g8 b7b8 g8g7 b8b7 g7g8 b7b8 g8g7"
